Fecha-I,Vlo-I,Ori-I,Des-I,Emp-I,Fecha-O,Vlo-O,Ori-O,Des-O,Emp-O,DIA,MES,AÑO,DIANOM,TIPOVUELO,OPERA,SIGLAORI,SIGLADES
2017-01-22 15:45:00,21,SCEL,SCTE,SKU,2017-01-22 15:41:00,21,SCEL,SCTE,SKU,22,1,2017,Domingo,N,Sky Airline,Santiago,Puerto Montt
2017-01-27 14:25:00,21,SCEL,SCTE,SKU,2017-01-27 14:55:00,21,SCEL,SCTE,SKU,27,1,2017,Viernes,N,Sky Airline,Santiago,Puerto Montt
2017-01-29 15:45:00,21,SCEL,SCTE,SKU,2017-01-29 16:00:00,21,SCEL,SCTE,SKU,29,1,2017,Domingo,N,Sky Airline,Santiago,Puerto Montt
2017-01-01 19:15:00,23,SCEL,SCTE,SKU,2017-01-01 19:09:00,23,SCEL,SCTE,SKU,1,1,2017,Domingo,N,Sky Airline,Santiago,Puerto Montt
2017-01-02 19:20:00,25,SCEL,SCTE,SKU,2017-01-02 19:17:00,25,SCEL,SCTE,SKU,2,1,2017,Lunes,N,Sky Airline,Santiago,Puerto Montt
2017-01-03 19:20:00,25,SCEL,SCTE,SKU,2017-01-03 19:18:00,25,SCEL,SCTE,SKU,3,1,2017,Martes,N,Sky Airline,Santiago,Puerto Montt
2017-01-04 19:20:00,25,SCEL,SCTE,SKU,2017-01-04 19:24:00,25,SCEL,SCTE,SKU,4,1,2017,Miercoles,N,Sky Airline,Santiago,Puerto Montt
2017-01-05 19:20:00,25,SCEL,SCTE,SKU,2017-01-05 19:20:00,25,SCEL,SCTE,SKU,5,1,2017,Jueves,N,Sky Airline,Santiago,Puerto Montt
2017-01-06 20:35:00,25,SCEL,SCTE,SKU,2017-01-06 20:38:00,25,SCEL,SCTE,SKU,6,1,2017,Viernes,N,Sky Airline,Santiago,Puerto Montt
2017-01-08 19:20:00,25,SCEL,SCTE,SKU,2017-01-08 19:19:00,25,SCEL,SCTE,SKU,8,1,2017,Domingo,N,Sky Airline,Santiago,Puerto Montt
2017-01-09 19:20:00,25,SCEL,SCTE,SKU,2017-01-09 19:18:00,25,SCEL,SCTE,SKU,9,1,2017,Lunes,N,Sky Airline,Santiago,Puerto Montt
2017-01-10 19:20:00,25,SCEL,SCTE,SKU,2017-01-10 19:17:00,25,SCEL,SCTE,SKU,10,1,2017,Martes,N,Sky Airline,Santiago,Puerto Montt
2017-01-11 19:20:00,25,SCEL,SCTE,SKU,2017-01-11 19:17:00,25,SCEL,SCTE,SKU,11,1,2017,Miercoles,N,Sky Airline,Santiago,Puerto Montt
2017-01-12 19:20:00,25,SCEL,SCTE,SKU,2017-01-12 19:20:00,25,SCEL,SCTE,SKU,12,1,2017,Jueves,N,Sky Airline,Santiago,Puerto Montt
2017-01-13 20:35:00,25,SCEL,SCTE,SKU,2017-01-13 20:28:00,25,SCEL,SCTE,SKU,13,1,2017,Viernes,N,Sky Airline,Santiago,Puerto Montt
2017-01-15 19:20:00,25,SCEL,SCTE,SKU,2017-01-15 19:18:00,25,SCEL,SCTE,SKU,15,1,2017,Domingo,N,Sky Airline,Santiago,Puerto Montt
2017-01-16 19:20:00,25,SCEL,SCTE,SKU,2017-01-16 19:25:00,25,SCEL,SCTE,SKU,16,1,2017,Lunes,N,Sky Airline,Santiago,Puerto Montt
2017-01-17 19:20:00,25,SCEL,SCTE,SKU,2017-01-17 19:46:00,25,SCEL,SCQP,SKU,17,1,2017,Martes,N,Sky Airline,Santiago,Temuco
2017-01-18 19:20:00,25,SCEL,SCTE,SKU,2017-01-18 19:42:00,25,SCEL,SCTE,SKU,18,1,2017,Miercoles,N,Sky Airline,Santiago,Puerto Montt
2017-01-19 19:20:00,25,SCEL,SCTE,SKU,2017-01-19 19:18:00,25,SCEL,SCTE,SKU,19,1,2017,Jueves,N,Sky Airline,Santiago,Puerto Montt
2017-01-20 20:35:00,25,SCEL,SCTE,SKU,2017-01-20 20:29:00,25,SCEL,SCTE,SKU,20,1,2017,Viernes,N,Sky Airline,Santiago,Puerto Montt
2017-01-22 19:20:00,25,SCEL,SCTE,SKU,2017-01-22 19:22:00,25,SCEL,SCTE,SKU,22,1,2017,Domingo,N,Sky Airline,Santiago,Puerto Montt
2017-01-23 19:20:00,25,SCEL,SCTE,SKU,2017-01-23 19:23:00,25,SCEL,SCTE,SKU,23,1,2017,Lunes,N,Sky Airline,Santiago,Puerto Montt
2017-01-24 19:20:00,25,SCEL,SCTE,SKU,2017-01-24 19:21:00,25,SCEL,SCTE,SKU,24,1,2017,Martes,N,Sky Airline,Santiago,Puerto Montt
2017-01-25 19:20:00,25,SCEL,SCTE,SKU,2017-01-25 19:23:00,25,SCEL,SCTE,SKU,25,1,2017,Miercoles,N,Sky Airline,Santiago,Puerto Montt
2017-01-26 19:20:00,25,SCEL,SCTE,SKU,2017-01-26 19:20:00,25,SCEL,SCTE,SKU,26,1,2017,Jueves,N,Sky Airline,Santiago,Puerto Montt
2017-01-27 20:35:00,25,SCEL,SCTE,SKU,2017-01-27 20:39:00,25,SCEL,SCTE,SKU,27,1,2017,Viernes,N,Sky Airline,Santiago,Puerto Montt
2017-01-29 19:20:00,25,SCEL,SCTE,SKU,2017-01-29 19:31:00,25,SCEL,SCTE,SKU,29,1,2017,Domingo,N,Sky Airline,Santiago,Puerto Montt
2017-01-30 19:20:00,25,SCEL,SCTE,SKU,2017-01-30 19:29:00,25,SCEL,SCTE,SKU,30,1,2017,Lunes,N,Sky Airline,Santiago,Puerto Montt
2017-01-31 19:20:00,25,SCEL,SCTE,SKU,2017-01-31 19:18:00,25,SCEL,SCTE,SKU,31,1,2017,Martes,N,Sky Airline,Santiago,Puerto Montt
2017-01-01 11:20:00,41,SCEL,SCVD,SKU,2017-01-01 11:20:00,41,SCEL,SCVD,SKU,1,1,2017,Domingo,N,Sky Airline,Santiago,Valdivia
2017-01-02 11:20:00,41,SCEL,SCVD,SKU,2017-01-02 11:12:00,41,SCEL,SCVD,SKU,2,1,2017,Lunes,N,Sky Airline,Santiago,Valdivia
2017-01-04 11:00:00,41,SCEL,SCVD,SKU,2017-01-04 10:57:00,41,SCEL,SCVD,SKU,4,1,2017,Miercoles,N,Sky Airline,Santiago,Valdivia
2017-01-05 11:00:00,41,SCEL,SCVD,SKU,2017-01-05 11:00:00,41,SCEL,SCVD,SKU,5,1,2017,Jueves,N,Sky Airline,Santiago,Valdivia
2017-01-06 11:00:00,41,SCEL,SCVD,SKU,2017-01-06 10:56:00,41,SCEL,SCVD,SKU,6,1,2017,Viernes,N,Sky Airline,Santiago,Valdivia
2017-01-08 11:00:00,41,SCEL,SCVD,SKU,2017-01-08 11:02:00,41,SCEL,SCVD,SKU,8,1,2017,Domingo,N,Sky Airline,Santiago,Valdivia
2017-01-09 11:20:00,41,SCEL,SCVD,SKU,2017-01-09 11:21:00,41,SCEL,SCVD,SKU,9,1,2017,Lunes,N,Sky Airline,Santiago,Valdivia
2017-01-11 11:00:00,41,SCEL,SCVD,SKU,2017-01-11 10:57:00,41,SCEL,SCVD,SKU,11,1,2017,Miercoles,N,Sky Airline,Santiago,Valdivia
2017-01-12 11:00:00,41,SCEL,SCVD,SKU,2017-01-12 10:51:00,41,SCEL,SCVD,SKU,12,1,2017,Jueves,N,Sky Airline,Santiago,Valdivia
2017-01-13 11:00:00,41,SCEL,SCVD,SKU,2017-01-13 11:03:00,41,SCEL,SCVD,SKU,13,1,2017,Viernes,N,Sky Airline,Santiago,Valdivia
2017-01-15 11:00:00,41,SCEL,SCVD,SKU,2017-01-15 10:59:00,41,SCEL,SCVD,SKU,15,1,2017,Domingo,N,Sky Airline,Santiago,Valdivia
2017-01-16 11:20:00,41,SCEL,SCVD,SKU,2017-01-16 11:27:00,41,SCEL,SCVD,SKU,16,1,2017,Lunes,N,Sky Airline,Santiago,Valdivia
2017-01-18 11:00:00,41,SCEL,SCVD,SKU,2017-01-18 10:57:00,41,SCEL,SCVD,SKU,18,1,2017,Miercoles,N,Sky Airline,Santiago,Valdivia
2017-01-19 11:00:00,41,SCEL,SCVD,SKU,2017-01-19 10:58:00,41,SCEL,SCVD,SKU,19,1,2017,Jueves,N,Sky Airline,Santiago,Valdivia
2017-01-20 11:00:00,41,SCEL,SCVD,SKU,2017-01-20 10:55:00,41,SCEL,SCVD,SKU,20,1,2017,Viernes,N,Sky Airline,Santiago,Valdivia
2017-01-22 11:00:00,41,SCEL,SCVD,SKU,2017-01-22 10:57:00,41,SCEL,SCVD,SKU,22,1,2017,Domingo,N,Sky Airline,Santiago,Valdivia
2017-01-23 11:20:00,41,SCEL,SCVD,SKU,2017-01-23 11:16:00,41,SCEL,SCVD,SKU,23,1,2017,Lunes,N,Sky Airline,Santiago,Valdivia
2017-01-25 11:00:00,41,SCEL,SCVD,SKU,2017-01-25 10:58:00,41,SCEL,SCVD,SKU,25,1,2017,Miercoles,N,Sky Airline,Santiago,Valdivia
2017-01-26 11:00:00,41,SCEL,SCVD,SKU,2017-01-26 10:58:00,41,SCEL,SCVD,SKU,26,1,2017,Jueves,N,Sky Airline,Santiago,Valdivia
2017-01-27 11:00:00,41,SCEL,SCVD,SKU,2017-01-27 10:59:00,41,SCEL,SCVD,SKU,27,1,2017,Viernes,N,Sky Airline,Santiago,Valdivia
2017-01-29 11:00:00,41,SCEL,SCVD,SKU,2017-01-29 11:01:00,41,SCEL,SCVD,SKU,29,1,2017,Domingo,N,Sky Airline,Santiago,Valdivia
2017-01-30 11:20:00,41,SCEL,SCVD,SKU,2017-01-30 11:18:00,41,SCEL,SCVD,SKU,30,1,2017,Lunes,N,Sky Airline,Santiago,Valdivia
2017-01-01 15:25:00,43,SCEL,SCVD,SKU,2017-01-01 15:18:00,43,SCEL,SCVD,SKU,1,1,2017,Domingo,N,Sky Airline,Santiago,Valdivia
2017-01-02 14:50:00,43,SCEL,SCVD,SKU,2017-01-02 14:46:00,43,SCEL,SCVD,SKU,2,1,2017,Lunes,N,Sky Airline,Santiago,Valdivia
2017-01-03 14:50:00,43,SCEL,SCVD,SKU,2017-01-03 14:51:00,43,SCEL,SCVD,SKU,3,1,2017,Martes,N,Sky Airline,Santiago,Valdivia
2017-01-04 14:50:00,43,SCEL,SCVD,SKU,2017-01-04 15:00:00,43,SCEL,SCVD,SKU,4,1,2017,Miercoles,N,Sky Airline,Santiago,Valdivia
2017-01-05 15:05:00,43,SCEL,SCVD,SKU,2017-01-05 15:09:00,43,SCEL,SCVD,SKU,5,1,2017,Jueves,N,Sky Airline,Santiago,Valdivia
2017-01-06 15:40:00,43,SCEL,SCVD,SKU,2017-01-06 15:37:00,43,SCEL,SCVD,SKU,6,1,2017,Viernes,N,Sky Airline,Santiago,Valdivia
2017-01-07 15:05:00,43,SCEL,SCVD,SKU,2017-01-07 15:01:00,43,SCEL,SCVD,SKU,7,1,2017,Sabado,N,Sky Airline,Santiago,Valdivia
2017-01-08 15:40:00,43,SCEL,SCVD,SKU,2017-01-08 15:44:00,43,SCEL,SCVD,SKU,8,1,2017,Domingo,N,Sky Airline,Santiago,Valdivia
2017-01-09 14:50:00,43,SCEL,SCVD,SKU,2017-01-09 14:48:00,43,SCEL,SCVD,SKU,9,1,2017,Lunes,N,Sky Airline,Santiago,Valdivia
2017-01-10 14:50:00,43,SCEL,SCVD,SKU,2017-01-10 14:55:00,43,SCEL,SCVD,SKU,10,1,2017,Martes,N,Sky Airline,Santiago,Valdivia
2017-01-11 14:50:00,43,SCEL,SCVD,SKU,2017-01-11 14:59:00,43,SCEL,SCVD,SKU,11,1,2017,Miercoles,N,Sky Airline,Santiago,Valdivia
2017-01-12 15:05:00,43,SCEL,SCVD,SKU,2017-01-12 15:10:00,43,SCEL,SCVD,SKU,12,1,2017,Jueves,N,Sky Airline,Santiago,Valdivia
2017-01-13 15:40:00,43,SCEL,SCVD,SKU,2017-01-13 15:38:00,43,SCEL,SCVD,SKU,13,1,2017,Viernes,N,Sky Airline,Santiago,Valdivia
2017-01-14 15:05:00,43,SCEL,SCVD,SKU,2017-01-14 15:10:00,43,SCEL,SCVD,SKU,14,1,2017,Sabado,N,Sky Airline,Santiago,Valdivia
2017-01-15 15:40:00,43,SCEL,SCVD,SKU,2017-01-15 15:36:00,43,SCEL,SCVD,SKU,15,1,2017,Domingo,N,Sky Airline,Santiago,Valdivia
2017-01-16 14:50:00,43,SCEL,SCVD,SKU,2017-01-16 14:46:00,43,SCEL,SCVD,SKU,16,1,2017,Lunes,N,Sky Airline,Santiago,Valdivia
2017-01-17 14:50:00,43,SCEL,SCVD,SKU,2017-01-17 14:47:00,43,SCEL,SCVD,SKU,17,1,2017,Martes,N,Sky Airline,Santiago,Valdivia
2017-01-18 14:50:00,43,SCEL,SCVD,SKU,2017-01-18 14:41:00,43,SCEL,SCVD,SKU,18,1,2017,Miercoles,N,Sky Airline,Santiago,Valdivia
2017-01-19 15:05:00,43,SCEL,SCVD,SKU,2017-01-19 15:05:00,43,SCEL,SCVD,SKU,19,1,2017,Jueves,N,Sky Airline,Santiago,Valdivia
2017-01-20 15:40:00,43,SCEL,SCVD,SKU,2017-01-20 15:40:00,43,SCEL,SCVD,SKU,20,1,2017,Viernes,N,Sky Airline,Santiago,Valdivia
2017-01-21 15:05:00,43,SCEL,SCVD,SKU,2017-01-21 14:59:00,43,SCEL,SCVD,SKU,21,1,2017,Sabado,N,Sky Airline,Santiago,Valdivia
2017-01-22 15:40:00,43,SCEL,SCVD,SKU,2017-01-22 15:40:00,43,SCEL,SCVD,SKU,22,1,2017,Domingo,N,Sky Airline,Santiago,Valdivia
2017-01-23 14:50:00,43,SCEL,SCVD,SKU,2017-01-23 14:48:00,43,SCEL,SCVD,SKU,23,1,2017,Lunes,N,Sky Airline,Santiago,Valdivia
2017-01-24 14:50:00,43,SCEL,SCVD,SKU,2017-01-24 14:49:00,43,SCEL,SCVD,SKU,24,1,2017,Martes,N,Sky Airline,Santiago,Valdivia
2017-01-25 14:50:00,43,SCEL,SCVD,SKU,2017-01-25 14:51:00,43,SCEL,SCVD,SKU,25,1,2017,Miercoles,N,Sky Airline,Santiago,Valdivia
2017-01-26 15:05:00,43,SCEL,SCVD,SKU,2017-01-26 16:41:00,43,SCEL,SCVD,SKU,26,1,2017,Jueves,N,Sky Airline,Santiago,Valdivia
2017-01-27 15:40:00,43,SCEL,SCVD,SKU,2017-01-27 15:40:00,43,SCEL,SCVD,SKU,27,1,2017,Viernes,N,Sky Airline,Santiago,Valdivia
2017-01-28 15:05:00,43,SCEL,SCVD,SKU,2017-01-28 15:29:00,43,SCEL,SCVD,SKU,28,1,2017,Sabado,N,Sky Airline,Santiago,Valdivia
2017-01-29 15:40:00,43,SCEL,SCVD,SKU,2017-01-29 15:41:00,43,SCEL,SCVD,SKU,29,1,2017,Domingo,N,Sky Airline,Santiago,Valdivia
2017-01-30 14:50:00,43,SCEL,SCVD,SKU,2017-01-30 15:03:00,43,SCEL,SCVD,SKU,30,1,2017,Lunes,N,Sky Airline,Santiago,Valdivia
2017-01-31 14:50:00,43,SCEL,SCVD,SKU,2017-01-31 15:00:00,43,SCEL,SCVD,SKU,31,1,2017,Martes,N,Sky Airline,Santiago,Valdivia
2017-01-01 08:30:00,51,SCEL,SCQP,SKU,2017-01-01 08:26:00,51,SCEL,SCQP,SKU,1,1,2017,Domingo,N,Sky Airline,Santiago,Temuco
2017-01-02 08:00:00,51,SCEL,SCQP,SKU,2017-01-02 07:55:00,51,SCEL,SCQP,SKU,2,1,2017,Lunes,N,Sky Airline,Santiago,Temuco
2017-01-03 08:00:00,51,SCEL,SCQP,SKU,2017-01-03 07:59:00,51,SCEL,SCQP,SKU,3,1,2017,Martes,N,Sky Airline,Santiago,Temuco
2017-01-04 08:00:00,51,SCEL,SCQP,SKU,2017-01-04 07:57:00,51,SCEL,SCQP,SKU,4,1,2017,Miercoles,N,Sky Airline,Santiago,Temuco
2017-01-05 08:00:00,51,SCEL,SCQP,SKU,2017-01-05 07:57:00,51,SCEL,SCQP,SKU,5,1,2017,Jueves,N,Sky Airline,Santiago,Temuco
2017-01-06 08:00:00,51,SCEL,SCQP,SKU,2017-01-06 07:56:00,51,SCEL,SCQP,SKU,6,1,2017,Viernes,N,Sky Airline,Santiago,Temuco
2017-01-07 08:00:00,51,SCEL,SCQP,SKU,2017-01-07 08:00:00,51,SCEL,SCQP,SKU,7,1,2017,Sabado,N,Sky Airline,Santiago,Temuco
2017-01-08 08:10:00,51,SCEL,SCQP,SKU,2017-01-08 08:42:00,51,SCEL,SCQP,SKU,8,1,2017,Domingo,N,Sky Airline,Santiago,Temuco
2017-01-09 08:00:00,51,SCEL,SCQP,SKU,2017-01-09 08:02:00,51,SCEL,SCQP,SKU,9,1,2017,Lunes,N,Sky Airline,Santiago,Temuco
2017-01-10 08:00:00,51,SCEL,SCQP,SKU,2017-01-10 07:57:00,51,SCEL,SCQP,SKU,10,1,2017,Martes,N,Sky Airline,Santiago,Temuco
2017-01-11 08:00:00,51,SCEL,SCQP,SKU,2017-01-11 07:58:00,51,SCEL,SCQP,SKU,11,1,2017,Miercoles,N,Sky Airline,Santiago,Temuco
2017-01-12 08:00:00,51,SCEL,SCQP,SKU,2017-01-12 07:59:00,51,SCEL,SCQP,SKU,12,1,2017,Jueves,N,Sky Airline,Santiago,Temuco
2017-01-13 08:00:00,51,SCEL,SCQP,SKU,2017-01-13 08:16:00,51,SCEL,SCQP,SKU,13,1,2017,Viernes,N,Sky Airline,Santiago,Temuco
2017-01-14 08:00:00,51,SCEL,SCQP,SKU,2017-01-14 08:21:00,51,SCEL,SCQP,SKU,14,1,2017,Sabado,N,Sky Airline,Santiago,Temuco
2017-01-15 08:10:00,51,SCEL,SCQP,SKU,2017-01-15 08:24:00,51,SCEL,SCQP,SKU,15,1,2017,Domingo,N,Sky Airline,Santiago,Temuco
2017-01-16 08:00:00,51,SCEL,SCQP,SKU,2017-01-16 09:55:00,51,SCEL,SCQP,SKU,16,1,2017,Lunes,N,Sky Airline,Santiago,Temuco
2017-01-17 08:00:00,51,SCEL,SCQP,SKU,2017-01-17 08:07:00,51,SCEL,SCQP,SKU,17,1,2017,Martes,N,Sky Airline,Santiago,Temuco
2017-01-18 08:00:00,51,SCEL,SCQP,SKU,2017-01-18 08:02:00,51,SCEL,SCQP,SKU,18,1,2017,Miercoles,N,Sky Airline,Santiago,Temuco
2017-01-19 08:00:00,51,SCEL,SCQP,SKU,2017-01-19 07:58:00,51,SCEL,SCQP,SKU,19,1,2017,Jueves,N,Sky Airline,Santiago,Temuco
2017-01-20 08:00:00,51,SCEL,SCQP,SKU,2017-01-20 07:57:00,51,SCEL,SCQP,SKU,20,1,2017,Viernes,N,Sky Airline,Santiago,Temuco
2017-01-21 08:00:00,51,SCEL,SCQP,SKU,2017-01-21 07:58:00,51,SCEL,SCQP,SKU,21,1,2017,Sabado,N,Sky Airline,Santiago,Temuco
2017-01-22 08:10:00,51,SCEL,SCQP,SKU,2017-01-22 08:11:00,51,SCEL,SCQP,SKU,22,1,2017,Domingo,N,Sky Airline,Santiago,Temuco
2017-01-23 08:00:00,51,SCEL,SCQP,SKU,2017-01-23 07:58:00,51,SCEL,SCQP,SKU,23,1,2017,Lunes,N,Sky Airline,Santiago,Temuco
2017-01-24 08:00:00,51,SCEL,SCQP,SKU,2017-01-24 07:55:00,51,SCEL,SCQP,SKU,24,1,2017,Martes,N,Sky Airline,Santiago,Temuco
2017-01-25 08:00:00,51,SCEL,SCQP,SKU,2017-01-25 07:56:00,51,SCEL,SCQP,SKU,25,1,2017,Miercoles,N,Sky Airline,Santiago,Temuco
2017-01-26 08:00:00,51,SCEL,SCQP,SKU,2017-01-26 07:57:00,51,SCEL,SCQP,SKU,26,1,2017,Jueves,N,Sky Airline,Santiago,Temuco
2017-01-27 08:00:00,51,SCEL,SCQP,SKU,2017-01-27 07:58:00,51,SCEL,SCQP,SKU,27,1,2017,Viernes,N,Sky Airline,Santiago,Temuco
2017-01-28 08:00:00,51,SCEL,SCQP,SKU,2017-01-28 08:02:00,51,SCEL,SCQP,SKU,28,1,2017,Sabado,N,Sky Airline,Santiago,Temuco
2017-01-29 08:10:00,51,SCEL,SCQP,SKU,2017-01-29 08:14:00,51,SCEL,SCQP,SKU,29,1,2017,Domingo,N,Sky Airline,Santiago,Temuco
2017-01-31 08:00:00,51,SCEL,SCQP,SKU,2017-01-31 07:58:00,51,SCEL,SCQP,SKU,31,1,2017,Martes,N,Sky Airline,Santiago,Temuco
2017-01-01 13:35:00,53,SCEL,SCQP,SKU,2017-01-01 13:49:00,53,SCEL,SCQP,SKU,1,1,2017,Domingo,N,Sky Airline,Santiago,Temuco
2017-01-02 12:30:00,53,SCEL,SCQP,SKU,2017-01-02 12:27:00,53,SCEL,SCQP,SKU,2,1,2017,Lunes,N,Sky Airline,Santiago,Temuco
2017-01-03 12:30:00,53,SCEL,SCQP,SKU,2017-01-03 12:29:00,53,SCEL,SCQP,SKU,3,1,2017,Martes,N,Sky Airline,Santiago,Temuco
2017-01-04 12:30:00,53,SCEL,SCQP,SKU,2017-01-04 12:31:00,53,SCEL,SCQP,SKU,4,1,2017,Miercoles,N,Sky Airline,Santiago,Temuco
2017-01-05 12:30:00,53,SCEL,SCQP,SKU,2017-01-05 12:33:00,53,SCEL,SCQP,SKU,5,1,2017,Jueves,N,Sky Airline,Santiago,Temuco
2017-01-06 11:45:00,53,SCEL,SCQP,SKU,2017-01-06 11:45:00,53,SCEL,SCQP,SKU,6,1,2017,Viernes,N,Sky Airline,Santiago,Temuco
2017-01-07 12:30:00,53,SCEL,SCQP,SKU,2017-01-07 12:30:00,53,SCEL,SCQP,SKU,7,1,2017,Sabado,N,Sky Airline,Santiago,Temuco
2017-01-08 13:00:00,53,SCEL,SCQP,SKU,2017-01-08 12:56:00,53,SCEL,SCQP,SKU,8,1,2017,Domingo,N,Sky Airline,Santiago,Temuco
2017-01-09 12:30:00,53,SCEL,SCQP,SKU,2017-01-09 12:35:00,53,SCEL,SCQP,SKU,9,1,2017,Lunes,N,Sky Airline,Santiago,Temuco
2017-01-10 12:30:00,53,SCEL,SCQP,SKU,2017-01-10 12:28:00,53,SCEL,SCQP,SKU,10,1,2017,Martes,N,Sky Airline,Santiago,Temuco
2017-01-11 12:30:00,53,SCEL,SCQP,SKU,2017-01-11 12:25:00,53,SCEL,SCQP,SKU,11,1,2017,Miercoles,N,Sky Airline,Santiago,Temuco
2017-01-12 12:30:00,53,SCEL,SCQP,SKU,2017-01-12 12:29:00,53,SCEL,SCQP,SKU,12,1,2017,Jueves,N,Sky Airline,Santiago,Temuco
2017-01-13 11:45:00,53,SCEL,SCQP,SKU,2017-01-13 11:43:00,53,SCEL,SCQP,SKU,13,1,2017,Viernes,N,Sky Airline,Santiago,Temuco
2017-01-14 12:30:00,53,SCEL,SCQP,SKU,2017-01-14 12:31:00,53,SCEL,SCQP,SKU,14,1,2017,Sabado,N,Sky Airline,Santiago,Temuco
2017-01-15 13:00:00,53,SCEL,SCQP,SKU,2017-01-15 13:06:00,53,SCEL,SCQP,SKU,15,1,2017,Domingo,N,Sky Airline,Santiago,Temuco
2017-01-16 12:30:00,53,SCEL,SCQP,SKU,2017-01-16 12:28:00,53,SCEL,SCQP,SKU,16,1,2017,Lunes,N,Sky Airline,Santiago,Temuco
2017-01-17 12:30:00,53,SCEL,SCQP,SKU,2017-01-17 12:35:00,53,SCEL,SCQP,SKU,17,1,2017,Martes,N,Sky Airline,Santiago,Temuco
2017-01-18 12:30:00,53,SCEL,SCQP,SKU,2017-01-18 12:29:00,53,SCEL,SCQP,SKU,18,1,2017,Miercoles,N,Sky Airline,Santiago,Temuco
2017-01-19 12:30:00,53,SCEL,SCQP,SKU,2017-01-19 12:29:00,53,SCEL,SCQP,SKU,19,1,2017,Jueves,N,Sky Airline,Santiago,Temuco
2017-01-20 11:45:00,53,SCEL,SCQP,SKU,2017-01-20 11:49:00,53,SCEL,SCQP,SKU,20,1,2017,Viernes,N,Sky Airline,Santiago,Temuco
2017-01-21 12:30:00,53,SCEL,SCQP,SKU,2017-01-21 12:25:00,53,SCEL,SCQP,SKU,21,1,2017,Sabado,N,Sky Airline,Santiago,Temuco
2017-01-22 13:00:00,53,SCEL,SCQP,SKU,2017-01-22 13:04:00,53,SCEL,SCQP,SKU,22,1,2017,Domingo,N,Sky Airline,Santiago,Temuco
2017-01-23 12:30:00,53,SCEL,SCQP,SKU,2017-01-23 12:28:00,53,SCEL,SCQP,SKU,23,1,2017,Lunes,N,Sky Airline,Santiago,Temuco
2017-01-24 12:30:00,53,SCEL,SCQP,SKU,2017-01-24 12:43:00,53,SCEL,SCQP,SKU,24,1,2017,Martes,N,Sky Airline,Santiago,Temuco
2017-01-25 12:30:00,53,SCEL,SCQP,SKU,2017-01-25 12:31:00,53,SCEL,SCQP,SKU,25,1,2017,Miercoles,N,Sky Airline,Santiago,Temuco
2017-01-26 12:30:00,53,SCEL,SCQP,SKU,2017-01-26 12:30:00,53,SCEL,SCQP,SKU,26,1,2017,Jueves,N,Sky Airline,Santiago,Temuco
2017-01-27 11:45:00,53,SCEL,SCQP,SKU,2017-01-27 11:45:00,53,SCEL,SCQP,SKU,27,1,2017,Viernes,N,Sky Airline,Santiago,Temuco
2017-01-28 12:30:00,53,SCEL,SCQP,SKU,2017-01-28 12:26:00,53,SCEL,SCQP,SKU,28,1,2017,Sabado,N,Sky Airline,Santiago,Temuco
2017-01-29 13:00:00,53,SCEL,SCQP,SKU,2017-01-29 13:32:00,53,SCEL,SCQP,SKU,29,1,2017,Domingo,N,Sky Airline,Santiago,Temuco
2017-01-30 12:30:00,53,SCEL,SCQP,SKU,2017-01-30 12:27:00,53,SCEL,SCQP,SKU,30,1,2017,Lunes,N,Sky Airline,Santiago,Temuco
2017-01-31 12:30:00,53,SCEL,SCQP,SKU,2017-01-31 12:40:00,53,SCEL,SCQP,SKU,31,1,2017,Martes,N,Sky Airline,Santiago,Temuco
2017-01-02 17:15:00,55,SCEL,SCQP,SKU,2017-01-02 17:07:00,55,SCEL,SCQP,SKU,2,1,2017,Lunes,N,Sky Airline,Santiago,Temuco
2017-01-03 16:25:00,55,SCEL,SCQP,SKU,2017-01-03 16:25:00,55,SCEL,SCQP,SKU,3,1,2017,Martes,N,Sky Airline,Santiago,Temuco
2017-01-04 16:25:00,55,SCEL,SCQP,SKU,2017-01-04 17:10:00,55,SCEL,SCQP,SKU,4,1,2017,Miercoles,N,Sky Airline,Santiago,Temuco
2017-01-05 16:25:00,55,SCEL,SCQP,SKU,2017-01-05 16:22:00,55,SCEL,SCQP,SKU,5,1,2017,Jueves,N,Sky Airline,Santiago,Temuco
2017-01-06 17:15:00,55,SCEL,SCQP,SKU,2017-01-06 17:13:00,55,SCEL,SCQP,SKU,6,1,2017,Viernes,N,Sky Airline,Santiago,Temuco
2017-01-07 18:00:00,55,SCEL,SCQP,SKU,2017-01-07 17:58:00,55,SCEL,SCQP,SKU,7,1,2017,Sabado,N,Sky Airline,Santiago,Temuco
2017-01-08 17:30:00,55,SCEL,SCQP,SKU,2017-01-08 17:26:00,55,SCEL,SCQP,SKU,8,1,2017,Domingo,N,Sky Airline,Santiago,Temuco
2017-01-09 17:15:00,55,SCEL,SCQP,SKU,2017-01-09 17:14:00,55,SCEL,SCQP,SKU,9,1,2017,Lunes,N,Sky Airline,Santiago,Temuco
2017-01-10 16:25:00,55,SCEL,SCQP,SKU,2017-01-10 16:26:00,55,SCEL,SCQP,SKU,10,1,2017,Martes,N,Sky Airline,Santiago,Temuco
2017-01-11 16:25:00,55,SCEL,SCQP,SKU,2017-01-11 16:22:00,55,SCEL,SCQP,SKU,11,1,2017,Miercoles,N,Sky Airline,Santiago,Temuco
